policy_id,customer_id,policy_effective_date,policy_expiration_date,policy_form,policy_status,annual_premium,deductible,wind_hail_deductible,hurricane_deductible,coverage_a_dwelling_flag,coverage_a_limit,coverage_b_other_structures_flag,coverage_b_limit,coverage_c_personal_property_flag,coverage_c_limit,coverage_d_loss_of_use_flag,coverage_d_limit,coverage_e_liability_flag,coverage_e_limit,coverage_f_medical_payments_flag,coverage_f_limit,first_line_of_address,county,state,zip_code,latitude,longitude,occupancy_type,property_value,property_age,roof_age,roof_material,construction_type,square_footage
POL00617,CUS00617,2015-04-01,2022-09-18,DP3,Active,8880,2000,5000,25800,1,860000,1,83000,1,408000,1,194000,1,300000,0,0,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,Tenant Occupied,932000,68,15,Tile,Masonry Veneer,2660
POL00618,CUS00618,2016-06-18,2025-02-25,HO5,Active,9200,5000,5000,41000,1,819000,1,77000,1,535000,1,127000,1,300000,1,1000,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,Owner Occupied,1111000,71,19,Tile,Masonry Veneer,2317
POL00619,CUS00619,2009-01-22,2023-01-21,HO6,Active,8690,2500,10000,14600,1,729000,1,84000,1,351000,1,136000,1,100000,1,2500,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,Owner Occupied,1001000,11,11,Flat/TPO,Reinforced Concrete,2419
POL00620,CUS00620,2010-05-08,2026-11-29,HO3,Active,3470,5000,7500,11600,1,579000,1,79000,1,288000,1,143000,1,500000,1,1000,55 NE 2nd St,Miami-Dade,FL,33132,25.784184,-80.187508,Owner Occupied,700000,67,26,Flat/TPO,Concrete Block,1683
POL00621,CUS00621,2019-09-18,2023-01-09,HO3,Active,6660,1000,10000,5200,1,262000,1,34000,1,165000,1,40000,1,100000,1,5000,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,Owner Occupied,279000,3,3,Flat/TPO,Concrete Block,3259
POL00622,CUS00622,2019-03-15,2026-05-10,HO6,Active,3440,5000,7500,15000,1,750000,1,68000,1,415000,1,125000,1,500000,1,10000,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,Secondary Residence,1001000,75,6,Flat/TPO,Reinforced Concrete,1468
POL00623,CUS00623,2010-07-11,2025-04-17,HO3,Active,8290,2500,10000,37500,1,1249000,1,133000,1,693000,1,356000,1,300000,1,5000,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,Secondary Residence,1405000,14,14,Tile,Frame,2483
POL00624,CUS00624,2011-10-22,2023-03-25,HO5,Active,7720,5000,2500,4900,1,245000,1,32000,1,153000,1,47000,1,100000,1,5000,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,Owner Occupied,273000,64,13,Asphalt Shingle,Masonry,4068
POL00625,CUS00625,2013-10-11,2025-01-08,HO5,Active,5880,10000,7500,17000,1,340000,1,40000,1,174000,1,61000,1,100000,1,1000,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,Owner Occupied,401000,44,18,Metal,Reinforced Concrete,2516
POL00626,CUS00626,2020-07-14,2024-08-08,HO3,Active,8430,2000,2500,4900,1,163000,1,20000,1,82000,1,38000,1,500000,1,2500,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,Owner Occupied,224000,53,13,Asphalt Shingle,Frame,3724
POL00627,CUS00627,2012-05-18,2024-07-15,HO3,Active,8270,1500,5000,6600,1,220000,1,30000,1,121000,1,56000,1,500000,1,5000,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,Owner Occupied,284000,45,25,Flat/TPO,Masonry Veneer,1940
POL00628,CUS00628,2017-01-04,2022-09-29,HO5,Active,7540,10000,7500,9200,1,458000,0,0,1,245000,1,104000,1,500000,1,10000,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,Owner Occupied,560000,56,22,Metal,Reinforced Concrete,3018
POL00629,CUS00629,2019-06-03,2024-02-23,HO3,Active,4700,10000,10000,18100,1,362000,1,44000,1,183000,1,69000,1,100000,1,10000,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,Owner Occupied,371000,10,10,Concrete Tile,Frame,1309
POL00630,CUS00630,2016-02-27,2022-11-10,HO6,Active,3760,10000,10000,5500,1,273000,1,38000,1,152000,1,41000,1,300000,1,1000,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,Owner Occupied,366000,9,9,Concrete Tile,Masonry,3000
POL00631,CUS00631,2024-08-21,2025-12-21,HO6,Active,6450,5000,10000,8500,1,423000,1,63000,1,226000,1,99000,1,300000,1,2500,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,Owner Occupied,431000,9,9,Concrete Tile,Concrete Block,2861
POL00632,CUS00632,2023-04-04,2025-12-03,HO6,Active,6830,1000,1000,24100,1,482000,1,70000,1,312000,1,96000,1,300000,1,10000,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,Owner Occupied,573000,20,3,Metal,Reinforced Concrete,3870
POL00633,CUS00633,2015-08-09,2025-07-18,HO3,Active,7080,2000,10000,13400,1,670000,1,66000,1,302000,1,153000,1,500000,1,10000,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Owner Occupied,809000,70,16,Metal,Frame,3114
POL00634,CUS00634,2007-02-27,2023-07-17,HO6,Active,9350,1500,1500,48600,1,971000,1,78000,1,448000,1,148000,1,300000,1,5000,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,Owner Occupied,1282000,75,2,Tile,Frame,2689
POL00635,CUS00635,2013-01-30,2024-07-31,HO3,Active,7290,2500,5000,33000,1,1099000,1,128000,1,560000,1,225000,1,300000,1,2500,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,Owner Occupied,1314000,6,6,Flat/TPO,Concrete Block,1907
POL00636,CUS00636,2010-07-01,2024-09-21,HO5,Active,5390,1500,10000,49600,1,992000,1,86000,1,513000,1,273000,1,300000,1,5000,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,Owner Occupied,1135000,37,25,Asphalt Shingle,Concrete Block,4316
POL00637,CUS00637,2017-11-08,2025-09-20,HO5,Active,2450,1500,1500,20800,1,417000,1,41000,1,219000,1,111000,1,500000,1,2500,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,Owner Occupied,437000,14,14,Flat/TPO,Reinforced Concrete,4477
POL00638,CUS00638,2021-02-03,2024-11-07,HO5,Active,8520,2000,2000,11800,1,590000,0,0,1,291000,1,161000,1,500000,1,5000,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,Owner Occupied,740000,64,26,Metal,Concrete Block,1603
POL00639,CUS00639,2009-06-21,2023-11-22,DP3,Active,7990,10000,5000,5900,1,295000,1,39000,1,181000,1,54000,0,0,0,0,6301 S Westshore Blvd,Hillsborough,FL,33616,27.867894,-82.52435,Owner Occupied,392000,49,8,Flat/TPO,Masonry Veneer,2479
POL00640,CUS00640,2013-08-06,2024-02-11,HO5,Active,3260,1500,10000,15200,1,507000,1,60000,1,236000,1,79000,1,100000,1,10000,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,Owner Occupied,601000,38,29,Concrete Tile,Masonry Veneer,3301
POL00641,CUS00641,2016-10-01,2025-07-01,HO6,Active,1820,1500,5000,9700,1,322000,1,47000,1,217000,1,77000,1,500000,1,10000,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,Owner Occupied,328000,70,11,Concrete Tile,Masonry,2312
POL00642,CUS00642,2014-07-06,2024-06-07,HO6,Active,3640,2000,5000,21800,1,726000,1,107000,1,500000,1,209000,1,300000,1,10000,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,Owner Occupied,787000,24,7,Metal,Concrete Block,3024
POL00643,CUS00643,2019-11-23,2025-01-07,DP3,Active,2050,1500,1500,9600,1,193000,1,28000,1,111000,1,53000,0,0,0,0,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,Owner Occupied,260000,21,21,Flat/TPO,Frame,3497
POL00644,CUS00644,2019-12-18,2023-01-24,HO6,Active,5950,2000,2000,13600,1,454000,1,63000,1,284000,1,120000,1,100000,1,1000,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,Owner Occupied,482000,31,22,Concrete Tile,Frame,1359
POL00645,CUS00645,2012-08-25,2024-07-23,HO3,Active,2160,1000,2500,11500,1,577000,0,0,1,378000,1,163000,1,100000,1,1000,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,Owner Occupied,734000,20,20,Asphalt Shingle,Frame,4316
POL00646,CUS00646,2010-08-05,2025-11-05,HO3,Active,6080,1000,2500,13000,1,434000,1,48000,1,252000,1,85000,1,300000,1,10000,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,Owner Occupied,430000,57,4,Concrete Tile,Frame,2880
POL00647,CUS00647,2007-12-13,2023-07-04,HO3,Active,9120,5000,10000,21800,1,1089000,1,119000,1,530000,1,167000,1,500000,1,2500,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,Owner Occupied,1293000,57,22,Metal,Reinforced Concrete,2776
POL00648,CUS00648,2017-01-27,2025-01-14,HO6,Active,9690,2500,2500,56800,1,1137000,1,126000,1,686000,1,313000,1,300000,1,5000,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,Secondary Residence,1317000,45,1,Tile,Concrete Block,1448
POL00649,CUS00649,2017-01-29,2025-06-13,HO6,Active,5010,2000,2500,54000,1,1079000,1,121000,1,702000,1,220000,1,300000,1,10000,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,Secondary Residence,1374000,34,25,Asphalt Shingle,Frame,1550
POL00650,CUS00650,2020-04-28,2025-11-04,DP3,Active,4170,2000,10000,52500,1,1050000,1,94000,1,635000,1,164000,0,0,1,5000,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,Owner Occupied,1325000,67,3,Flat/TPO,Frame,2077
POL00651,CUS00651,2007-08-25,2022-10-17,HO5,Active,7300,10000,7500,26400,1,1321000,1,154000,1,888000,1,274000,1,500000,1,1000,3015 N Rocky Point Dr E,Hillsborough,FL,33607,27.964764,-82.501766,Owner Occupied,1315000,61,18,Tile,Masonry,2357
POL00652,CUS00652,2022-11-13,2025-07-13,HO3,Active,5180,10000,10000,18500,1,924000,1,118000,1,465000,1,247000,1,300000,1,2500,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,Secondary Residence,1175000,61,30,Concrete Tile,Concrete Block,2736
POL00653,CUS00653,2021-03-06,2025-11-20,DP3,Active,8700,2500,10000,17500,1,583000,1,68000,1,267000,1,98000,0,0,0,0,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Owner Occupied,659000,74,12,Asphalt Shingle,Masonry Veneer,3377
POL00654,CUS00654,2020-03-23,2026-07-26,DP3,Active,3810,2500,2500,42400,1,847000,1,83000,1,588000,1,165000,0,0,0,0,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,Secondary Residence,991000,61,6,Asphalt Shingle,Reinforced Concrete,4354
POL00655,CUS00655,2015-02-18,2024-01-26,HO6,Active,7250,1000,1000,41300,1,826000,1,112000,1,563000,1,165000,1,300000,1,2500,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,Owner Occupied,1074000,21,21,Tile,Concrete Block,2991
POL00656,CUS00656,2016-03-08,2022-12-23,HO3,Active,8570,7500,5000,22900,1,763000,1,97000,1,344000,1,226000,1,100000,1,10000,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Owner Occupied,913000,30,14,Metal,Masonry Veneer,1127
POL00657,CUS00657,2014-06-23,2024-05-08,HO3,Active,7470,2500,2500,18700,1,624000,1,82000,1,423000,1,114000,1,500000,1,10000,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,Owner Occupied,648000,42,4,Tile,Concrete Block,2254
POL00658,CUS00658,2011-09-08,2024-11-28,HO3,Active,2680,1500,10000,15200,1,761000,1,104000,1,435000,1,163000,1,100000,1,2500,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,Owner Occupied,966000,61,2,Metal,Masonry,1918
POL00659,CUS00659,2023-04-02,2025-01-16,HO6,Active,2280,5000,7500,17400,1,347000,1,40000,1,201000,1,63000,1,500000,1,5000,2828 NW 1st Ave,Miami-Dade,FL,33127,25.79715,-80.197564,Owner Occupied,352000,20,15,Concrete Tile,Masonry Veneer,2219
POL00660,CUS00660,2011-10-11,2025-09-28,DP3,Active,6050,7500,10000,31300,1,1042000,1,101000,1,652000,1,180000,0,0,0,0,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,Tenant Occupied,1138000,39,1,Concrete Tile,Masonry,1489
POL00661,CUS00661,2012-06-13,2026-01-12,HO6,Active,5820,7500,7500,43100,1,862000,1,70000,1,595000,1,160000,1,100000,1,2500,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,Owner Occupied,859000,34,32,Asphalt Shingle,Masonry Veneer,1439
POL00662,CUS00662,2010-10-03,2023-05-14,HO3,Active,6780,2500,5000,54200,1,1084000,1,135000,1,579000,1,271000,1,100000,1,10000,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,Owner Occupied,1105000,50,5,Concrete Tile,Masonry,4030
POL00663,CUS00663,2020-11-22,2025-09-13,DP3,Active,3770,2000,5000,22000,1,735000,1,60000,1,446000,1,208000,1,500000,1,2500,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,Owner Occupied,1014000,56,23,Tile,Masonry,4493
POL00664,CUS00664,2022-06-09,2024-12-09,DP3,Active,3760,5000,10000,8100,1,405000,1,52000,1,203000,1,95000,0,0,0,0,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,Owner Occupied,554000,14,14,Concrete Tile,Reinforced Concrete,2246
POL00665,CUS00665,2015-09-16,2025-11-13,HO3,Active,9760,7500,7500,16600,1,552000,1,75000,1,306000,1,135000,1,500000,1,1000,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,Secondary Residence,632000,8,8,Metal,Frame,3200
POL00666,CUS00666,2021-01-25,2024-12-11,HO3,Active,6060,2500,2500,33900,1,1131000,1,107000,1,677000,1,249000,1,300000,1,2500,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,Owner Occupied,1225000,28,28,Tile,Reinforced Concrete,4047
POL00667,CUS00667,2017-06-10,2024-09-29,DP3,Active,2520,10000,2500,10100,1,336000,1,42000,1,170000,1,100000,0,0,1,1000,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,Owner Occupied,348000,52,18,Asphalt Shingle,Concrete Block,3246
POL00668,CUS00668,2009-04-18,2025-10-10,HO3,Active,9430,10000,10000,25700,1,857000,1,89000,1,551000,1,196000,1,500000,1,10000,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,Owner Occupied,944000,9,8,Concrete Tile,Masonry Veneer,858
POL00669,CUS00669,2022-10-19,2025-10-19,HO3,Active,3300,10000,5000,30600,1,1021000,1,124000,1,497000,1,233000,1,300000,1,10000,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,Owner Occupied,1087000,12,12,Flat/TPO,Masonry Veneer,2892
POL00670,CUS00670,2018-09-23,2025-12-19,HO3,Active,6930,10000,2500,19000,1,379000,1,42000,1,249000,1,62000,1,500000,1,10000,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,Tenant Occupied,459000,37,4,Tile,Masonry,3088
POL00671,CUS00671,2019-07-27,2023-09-12,HO3,Active,9310,5000,5000,3900,1,195000,1,20000,1,130000,1,36000,1,100000,1,1000,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,Secondary Residence,263000,14,14,Asphalt Shingle,Reinforced Concrete,2081
POL00672,CUS00672,2013-01-08,2025-01-22,HO3,Active,9720,1000,1000,23200,1,775000,1,102000,1,387000,1,184000,1,100000,1,10000,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,Owner Occupied,876000,12,12,Metal,Masonry Veneer,3519
POL00673,CUS00673,2017-11-10,2025-08-16,HO3,Active,8880,5000,2500,53200,1,1065000,1,159000,1,729000,1,217000,1,100000,1,2500,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,Owner Occupied,1237000,24,23,Flat/TPO,Frame,3253
POL00674,CUS00674,2020-04-22,2022-05-04,HO6,Active,2370,7500,10000,5000,1,251000,1,31000,1,172000,1,50000,1,500000,1,5000,9505 Axis Way,Orange,FL,32837,28.396944,-81.417614,Secondary Residence,304000,48,8,Flat/TPO,Reinforced Concrete,3813
POL00675,CUS00675,2018-08-15,2023-02-19,HO6,Active,8350,2000,10000,33000,1,1099000,1,148000,1,650000,1,253000,1,500000,1,10000,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,Owner Occupied,1418000,39,29,Tile,Frame,2271
POL00676,CUS00676,2008-11-09,2023-03-22,HO6,Active,5510,2000,7500,40400,1,807000,1,86000,1,490000,1,168000,1,500000,1,5000,901 W Chestnut St,Hillsborough,FL,33607,27.956886,-82.501454,Secondary Residence,787000,37,23,Asphalt Shingle,Masonry,4309
POL00677,CUS00677,2015-02-16,2025-09-05,HO3,Active,4750,2000,2500,13000,1,261000,1,22000,1,148000,1,46000,1,100000,1,2500,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,266000,19,4,Metal,Frame,2068
POL00678,CUS00678,2017-12-22,2024-11-24,HO6,Active,9180,1500,5000,31600,1,632000,1,73000,1,384000,1,183000,1,300000,1,2500,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,Owner Occupied,818000,44,8,Concrete Tile,Reinforced Concrete,844
POL00679,CUS00679,2014-08-31,2023-11-27,HO3,Active,4310,7500,7500,15400,1,513000,1,43000,1,341000,1,97000,1,100000,1,2500,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,Owner Occupied,584000,30,30,Flat/TPO,Masonry Veneer,1973
POL00680,CUS00680,2015-06-27,2024-01-04,HO3,Active,5970,1000,10000,11800,1,591000,0,0,1,324000,1,115000,1,100000,1,1000,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,Secondary Residence,738000,51,27,Metal,Masonry Veneer,4166
POL00681,CUS00681,2011-05-08,2024-08-16,HO3,Active,6300,2500,10000,12400,1,621000,0,0,1,346000,1,178000,1,500000,1,10000,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,Secondary Residence,823000,26,2,Asphalt Shingle,Masonry,1836
POL00682,CUS00682,2011-10-21,2023-06-20,HO3,Active,4430,1500,1500,7700,1,383000,0,0,1,218000,1,59000,1,100000,1,2500,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,Owner Occupied,521000,48,29,Concrete Tile,Frame,2086
POL00683,CUS00683,2020-07-02,2025-04-27,HO3,Active,9050,1500,10000,51600,1,1033000,1,85000,1,553000,1,304000,1,300000,1,10000,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,Tenant Occupied,1423000,55,13,Tile,Masonry Veneer,2252
POL00684,CUS00684,2022-06-18,2024-01-15,HO3,Active,5200,2000,2000,16400,1,548000,1,64000,1,253000,1,157000,1,300000,1,10000,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,Secondary Residence,684000,50,2,Concrete Tile,Reinforced Concrete,2739
POL00685,CUS00685,2016-08-25,2022-10-18,HO6,Active,4060,1000,1000,11400,1,571000,1,50000,1,273000,1,158000,1,300000,1,10000,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Owner Occupied,586000,41,14,Tile,Concrete Block,3776
POL00686,CUS00686,2012-08-23,2026-01-01,HO3,Active,3480,5000,7500,22600,1,452000,1,52000,1,281000,1,98000,1,100000,1,2500,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,Owner Occupied,540000,47,19,Asphalt Shingle,Masonry Veneer,3952
POL00687,CUS00687,2012-01-17,2022-09-29,HO6,Active,9580,1500,10000,30500,1,1017000,0,0,1,525000,1,273000,1,100000,1,5000,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,Owner Occupied,1395000,58,12,Flat/TPO,Masonry Veneer,1441
POL00688,CUS00688,2012-10-02,2022-11-02,HO3,Active,4480,7500,10000,34300,1,686000,1,98000,1,386000,1,185000,1,300000,1,10000,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,Owner Occupied,751000,37,3,Concrete Tile,Reinforced Concrete,3861
POL00689,CUS00689,2017-08-31,2023-10-09,HO6,Active,7510,1000,1000,7500,1,250000,1,36000,1,174000,1,50000,1,500000,1,1000,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,Owner Occupied,253000,33,31,Metal,Frame,2257
POL00690,CUS00690,2009-06-28,2023-03-26,HO6,Active,2330,1000,2500,14000,1,279000,1,28000,1,135000,1,53000,1,300000,1,2500,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,Tenant Occupied,352000,29,29,Metal,Masonry,4200
POL00691,CUS00691,2017-01-02,2023-06-03,HO3,Active,4510,2500,10000,68800,1,1377000,1,186000,1,634000,1,305000,1,300000,1,1000,2828 NW 1st Ave,Miami-Dade,FL,33127,25.79715,-80.197564,Owner Occupied,1411000,16,16,Metal,Frame,2275
POL00692,CUS00692,2010-08-17,2024-01-29,HO3,Active,2300,1500,10000,22400,1,447000,1,48000,1,310000,1,87000,1,300000,1,2500,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,Owner Occupied,495000,9,9,Asphalt Shingle,Frame,1190
POL00693,CUS00693,2009-10-09,2025-06-16,HO5,Active,7460,2500,10000,16500,1,551000,1,66000,1,280000,1,92000,1,100000,1,2500,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Secondary Residence,762000,18,3,Metal,Concrete Block,3237
POL00694,CUS00694,2021-07-30,2025-11-30,HO6,Active,7680,1000,7500,9100,1,457000,1,66000,1,291000,1,74000,1,500000,1,2500,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,Owner Occupied,554000,70,18,Concrete Tile,Frame,2078
POL00695,CUS00695,2007-07-09,2024-01-27,HO3,Active,5510,10000,7500,7500,1,250000,0,0,1,171000,1,38000,1,500000,1,2500,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,Tenant Occupied,330000,27,12,Metal,Reinforced Concrete,4081
POL00696,CUS00696,2018-08-26,2026-03-13,HO3,Active,3120,10000,2500,9800,1,326000,1,28000,1,224000,1,60000,1,300000,1,1000,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Owner Occupied,439000,24,21,Tile,Masonry Veneer,4209
POL00697,CUS00697,2015-03-12,2024-06-27,HO3,Active,2630,7500,7500,7700,1,385000,1,41000,1,188000,1,97000,1,500000,1,5000,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Tenant Occupied,413000,55,10,Concrete Tile,Concrete Block,4190
POL00698,CUS00698,2013-02-12,2025-10-14,HO3,Active,8150,2500,2500,14400,1,718000,1,105000,1,362000,1,196000,1,300000,1,10000,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Owner Occupied,835000,26,10,Concrete Tile,Concrete Block,2134
POL00699,CUS00699,2018-09-14,2026-08-23,HO3,Active,7760,1000,2500,60600,1,1213000,1,176000,1,756000,1,254000,1,300000,1,10000,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,Owner Occupied,1438000,73,30,Tile,Concrete Block,1932
POL00700,CUS00700,2012-09-08,2025-01-21,HO5,Active,3560,5000,5000,35200,1,703000,1,99000,1,360000,1,142000,1,500000,1,2500,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,Owner Occupied,735000,43,25,Metal,Masonry,2610
POL00701,CUS00701,2014-10-10,2025-10-25,DP3,Active,3440,5000,10000,10600,1,355000,1,40000,1,211000,1,96000,1,300000,0,0,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Owner Occupied,428000,30,23,Tile,Concrete Block,843
POL00702,CUS00702,2011-10-26,2024-02-21,HO6,Active,7630,1500,2500,17300,1,578000,0,0,1,384000,1,153000,1,500000,1,1000,101 W Beach Pl,Hillsborough,FL,33606,27.939852,-82.48549,Owner Occupied,595000,42,18,Concrete Tile,Reinforced Concrete,1102
POL00703,CUS00703,2023-04-06,2025-08-14,HO6,Active,3690,7500,7500,33400,1,669000,1,87000,1,468000,1,112000,1,300000,1,1000,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Owner Occupied,913000,62,2,Flat/TPO,Masonry,3799
POL00704,CUS00704,2020-03-01,2023-07-05,HO6,Active,8450,5000,2500,19700,1,657000,1,91000,1,452000,1,196000,1,500000,1,1000,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,Owner Occupied,665000,40,6,Tile,Concrete Block,4025
POL00705,CUS00705,2009-12-17,2025-07-23,HO3,Active,4970,7500,10000,44800,1,896000,1,126000,1,468000,1,144000,1,500000,1,1000,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,Owner Occupied,937000,9,9,Tile,Reinforced Concrete,3092
POL00706,CUS00706,2018-01-25,2022-07-21,HO3,Active,4240,2500,5000,19600,1,655000,1,79000,1,321000,1,152000,1,100000,1,10000,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,Owner Occupied,723000,48,23,Tile,Masonry,3220
POL00707,CUS00707,2019-08-07,2023-05-27,HO3,Active,8570,1000,1000,36100,1,722000,1,91000,1,331000,1,208000,1,300000,1,10000,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,Owner Occupied,769000,67,13,Metal,Frame,2200
POL00708,CUS00708,2017-02-23,2025-10-08,HO3,Active,7890,2500,2500,46600,1,932000,1,111000,1,620000,1,150000,1,500000,1,1000,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,Tenant Occupied,1254000,5,4,Metal,Masonry Veneer,3573
POL00709,CUS00709,2012-01-29,2022-05-08,HO5,Active,4790,7500,7500,18400,1,919000,1,80000,1,432000,1,145000,1,100000,1,10000,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,Owner Occupied,1018000,33,8,Tile,Concrete Block,4311
POL00710,CUS00710,2011-06-11,2022-11-22,DP3,Active,8140,1000,7500,50400,1,1009000,1,114000,1,507000,1,174000,0,0,0,0,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Tenant Occupied,1053000,33,7,Concrete Tile,Concrete Block,1701
